Master_ID,Legacy_ID,Record_Type,Is_Proceeding,Proceeding_Class,Stream,Geography,Origin_Organ,Current_Custodian,Reference,Secondary_Reference,NIG,Date_or_Period,Connection,Object_or_Purpose,Status,Latest_Known_Event,Appeal_or_Review,Parent_Master_ID,Linked_Proceedings,Source_Status,Primary_Source_Anchor,Repo_Canonical_Source,Open_Reference_Gap,Public_Treatment,Last_Scan_Date,Notes
LZ-CIV-041,,JUDICIAL_INCIDENT,TRUE,DIRECT,Civil interim measures,Lanzarote,Juzgado de Primera Instancia nº 5 de Arrecife,Juzgado de Primera Instancia nº 5 de Arrecife,Medidas cautelares 1355/2011,Linked to P.O. 1241/2011,,2011-2012,LPB v Community / separate Garrigues litigation engagement,Interim-measures piece linked to challenge of Community resolutions,Proceeding identity verified; complete signed court file not controlled,Referenced Auto dated 25 Apr 2012; signed copy pending,,LZ-CIV-040,,VERIFIED_PROCEDURAL,Contemporaneous Garrigues communications; later Community transcripts,archive/GARRIGUES_LA_LAGUNA_344_2013_EVIDENCE_AND_COMMUNICATIONS_REGISTER_24AUG2026.md,Certified index; application/opposition; security; signed Auto; enforcement appeal and finality,PUBLIC_SUMMARY_COMPLETE_REDACTED_FILE_OPEN,2026-08-24,
LZ-FIS-036,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Valencia → Lanzarote,Fiscalía Provincial de Valencia,Fiscalía de Área de Arrecife de Lanzarote,EG 19/26,,,2026,Complaint transferred to territorial Fiscalía,Expediente gubernativo; territorial inhibition/referral,Decreto de inhibición to Fiscalía Área Arrecife dated/emailed 2 Feb 2026,,,,,VERIFIED_PRIMARY,MF-EG19-SRC-DEC-01; official inhibition decree and remittance communication; exact private filename and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Destination-assigned reference, fiscal, diligences and outcome",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-YAI-037,,ADMINISTRATIVE_FILE,TRUE,ADMINISTRATIVE_PERIMETER,Municipal / transparency,Lanzarote,Ayuntamiento de Yaiza,Ayuntamiento de Yaiza,3224/2026,Resolución 2026-1455 referenced in controlled attachment,,2026,Municipal certification / SAIP chain,Municipal file referenced in later transparency complaint,Reference established through controlled filing/attachment; official Yaiza original to reopen,,,,,CORPUS_REPORTED_PRIMARY_PENDING,Official Yaiza source; exact private filename and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Official Yaiza expediente original, index, object and final/current status",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-REF-038,,UNRESOLVED_REFERENCE,UNVERIFIED,REGISTERED_ONLY,Civil,Lanzarote,Exact court pending,Exact court pending,168/2015,Private acquisition label indicates accumulation with 3017/2014,,2014-2015,Historical Community/civil corpus,Candidate proceeding references awaiting primary verification,Do not treat as verified separate proceeding yet,,,,,OPEN_REFERENCE,Private source label and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Signed source confirming court, nature, parties and whether 168/2015 and 3017/2014 are separate/accumulated proceedings",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-REF-039,,UNRESOLVED_REFERENCE,UNVERIFIED,REGISTERED_ONLY,Civil,Lanzarote,Exact court pending,Exact court pending,268/2016,,,2016,Historical Community debt/civil corpus,Candidate proceeding reference awaiting primary verification,Filename-level reference only in current scan,,,,,OPEN_REFERENCE,Documento_1007821 - Proc268-2016 retroactivo deuda cP.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Signed source confirming court, parties, object and outcome",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-REF-044,,UNRESOLVED_REFERENCE,UNVERIFIED,REGISTERED_ONLY,Unresolved Arrecife reference,Lanzarote,Arrecife — exact court/organ pending,Arrecife — exact court/organ pending,1304/2014,"User-supplied Arrecife reference; not reconciled to DP 3017/2014, DP 332/2014, Juicio de faltas 3205/2014, P.O. 562/2014 or any other located 2014 file",,2014,Arrecife 2014 identity-resolution context only — no procedural relationship established,"Identity-resolution candidate; class, parties, object and material relevance unverified","Exact proceeding identity not located in the finite repository and connected-source scan; do not render ^",,,,,USER_SUPPLIED_REFERENCE_PRIMARY_NOT_LOCATED,,archive/ARRECIFE_1304_2014_IDENTITY_AND_INTERLINK_GAP_30AUG2026.md,"Signed/certified court source establishing exact organ, procedural class, NIG, parties, object, status and finality; confirm whether 1304/2014 is exact or a typo/OCR variant and prove any relationship to nearby Arrecife matters",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-30,"No CAEPR proceeding admission or caret until the proceeding-identity threshold is met; this Master ID is the durable unresolved-reference key. No direct procedural edge is asserted."
MAD-AN-CONT-001,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Contentious-administrative,Madrid / Audiencia Nacional,"Audiencia Nacional, Sala de lo Contencioso-Administrativo, Sección 7ª","Audiencia Nacional, Sala de lo Contencioso-Administrativo, Sección 7ª",PO 496/2026,,28079 23 3 2026 0002648,2026,Pink Canary Services / AEAT collection track,"Recaudación; recurrente Pink Canary Services, S.L.; demandado Ministerio de Hacienda / Administración del Estado",Proceeding admitted/active; as of 11 Aug 2026 demand filing period reportedly had not begun,,,,,VERIFIED_PRIMARY,Gmail 7 May 2026; 2026_0000496_PO_*.pdf; Gmail 11 Aug 2026 Patricia update,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Current court docket, demand deadline/order and merits progression",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-AN-CONT-002,,JUDICIAL_INCIDENT,TRUE,DIRECT,Contentious-administrative interim measures,Madrid / Audiencia Nacional,"Audiencia Nacional, Sala Contencioso-Administrativo","Audiencia Nacional, Sala Contencioso-Administrativo",PSS / pieza separada linked to PO 496/2026,2026_0000496_PSS_*.pdf,,2026,Pink Canary/AEAT interim-measures dispute,Pieza separada de medidas cautelares,Correspondence reports interim relief denied; native order should be read before stronger characterization,,,MAD-AN-CONT-001,,CORPUS_REPORTED_PRIMARY_PENDING,Gmail 7 May 2026; 2026_0000496_PSS_*.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Exact PSS reference and signed court order,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-AEAT-001,,TAX_FILE,TRUE,DIRECT,AEAT collection,National,AEAT,AEAT,CO000952499,,,2025-2026,Pink Canary Services collection/recaudación,AEAT collection/tax file linked to AN PO 496/2026,Exact AEAT reference located,,,,MAD-AN-CONT-001,VERIFIED_PRIMARY,Gmail/Drive Pink Canary AEAT corpus,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Complete administrative file, challenged acts and current collection status",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-AEAT-002,,TAX_FILE,TRUE,DIRECT,AEAT sanction,National,AEAT,AEAT,A5179591986,,,2025-2026,Pink Canary Services tax/sanction perimeter,AEAT sanction file,Exact reference located,,,,,VERIFIED_PRIMARY,Gmail/Drive Pink Canary AEAT corpus,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Complete sanction file, challenged act, appeal/review status and relationship to PO 496/2026",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-AEAT-COM-003,,UNASSIGNED_COMMUNICATION,FALSE,REGISTERED_ONLY,AEAT / ONIF complaint,National,AEAT / ONIF,Assignment unknown,Tax complaint filed 07/07/2026,DENUNCIA_TRIBUTARIA_AEAT_ONIF_SUN_PARK_MYND_YAIZA_7JUL2026,,2026,Sun Park / MYND Yaiza tax perimeter,Registered tax complaint; not yet an assigned proceeding,Filed; assigned expediente not located,,,,,VERIFIED_PROCEDURAL,DENUNCIA_TRIBUTARIA_AEAT_ONIF_SUN_PARK_MYND_YAIZA_7JUL2026 (firmado).pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Assigned AEAT/ONIF expediente, unit and outcome",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-ICAM-001,,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Madrid,ICAM,ICAM,Expediente Preliminar 434/26,,,2026,Professional-conduct perimeter,ICAM preliminary disciplinary/deontological file,Exact reference located,,,,,VERIFIED_PRIMARY,Gmail ICAM corpus,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Complete official file, respondent/scope, current status and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-CCACM-002,,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional review / appeal,Madrid,Consejo de Colegios de Abogados de la Comunidad de Madrid,CCACM,Exp. 193/2026,,,2026,Professional-conduct review linked to ICAM 434/26,CCACM file,Exact reference located,,,MAD-ICAM-001,,VERIFIED_PRIMARY,Gmail ICAM/CCACM corpus,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Complete record, procedural relationship to ICAM file and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-ICAM-003,,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Madrid,ICAM,ICAM,Expediente 1487/26,,,2026,Professional-conduct perimeter,ICAM disciplinary/deontological file,Archived; recurso de alzada filed 6 Jul 2026; assigned appeal ref not located,,,,,VERIFIED_PRIMARY,Controlled ICAM correspondence; exact private mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Archive decision, appeal registration/assigned reference and final review",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-ICAM-004,,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Madrid,ICAM,ICAM,Expediente 493/26,,,2026,Professional-conduct perimeter,ICAM file,Archivo de actuaciones notified 5 May 2026,,,,,VERIFIED_PRIMARY,Controlled ICAM notice and act; exact private filename and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Complete file and any appeal/review,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-ICAM-005,,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Madrid,ICAM,ICAM,Expediente 1566/26,,,2026,Professional-conduct perimeter,ICAM file incorporating incoming deontological complaint material,ICAM email 5 Jul 2026 confirms incorporation into file,,,,,VERIFIED_PRIMARY,Controlled ICAM incorporation notice and registered document; exact private filename and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Exact respondent/scope, procedural status and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-CNMV-001,,REGULATORY_FILE,TRUE,SUPERVISION,CNMV,National,CNMV,CNMV,2024136159,,,2024-2026,RICPE / Orion / investor-supervision perimeter,CNMV consultation/supervisory reference,Reference confirmed in controlled CNMV correspondence,,,,,VERIFIED_PRIMARY,CNMV official correspondence; see CR-008/CR-016,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Complete material lodged/considered and current disposition subject to supervisory secrecy,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-CNMV-002,,REGULATORY_FILE,TRUE,SUPERVISION,CNMV,National,CNMV,CNMV,2024174266,,,2024-2026,RICPE / Orion / investor-supervision perimeter,Separate CNMV consultation/supervisory reference,Reference confirmed in controlled CNMV correspondence,,,,,VERIFIED_PRIMARY,CNMV official correspondence; see CR-008/CR-016,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Complete material lodged/considered and current disposition subject to supervisory secrecy,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-AID-001,,PUBLIC_AID_FILE,TRUE,ADMINISTRATIVE_PERIMETER,Regional incentives / public aid,Canary Islands / national funding interface,Public-aid / regional-incentive administration — exact custodian to verify,Exact custodian to verify,GC/836/P06,also normalized in corpus as GC/0836/P06,,project file,MYND Yaiza / regional incentives / public-funds perimeter,Regional incentives/public-aid project file,Reference located in controlled source corpus,,,,,VERIFIED_PRIMARY,Gmail/Drive public-funds corpus; MISSING_EVIDENCE_REGISTER,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Exact competent organ, application, beneficiary, eligible costs, grant/approval/payment/recovery history",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
NAT-TES-001,"ADM-CAN-002; ADM-NAT-004",ADMINISTRATIVE_FILE,TRUE,ADMINISTRATIVE_PERIMETER,Treasury / transparency,Canary Islands,Dirección General del Tesoro y Política Financiera,Dirección General del Tesoro y Política Financiera,Access-to-public-information file 7/2026,"Resolution 154/2026; Colabora 7-2026-0316134247; Reg. 1128746; REGAGE26e00065752755",,"2026-03 to 2026-08-28",Sun Park public-finance / Treasury access-production chain,Treasury access decision and staged documentary production,Partial access recognised; first staged delivery implemented and reviewed; remaining production open,28 Aug 2026 signed implementation act; first tranche 8 files / 734 pages reviewed,,,X-WB-005,VERIFIED_PRIMARY,"PD-SP-SRC-TREASURY-T7-2026-DELIVERY-20260828; PD-CANARY-RIC-PUBLIC-DEBT-20260830-01",archive/TESORO_TRANSPARENCIA_7_2026_CONTINUITY_AUDIT_28AUG2026.md,"Remaining staged Resolution 154/2026 production under ME-110; subscriber identity and allocation-rule gaps remain ME-108/109",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-30,"Legacy NAT prefix retained for stable identity; this is a Canary Islands administrative file. X-WB-005 is the documented routing lineage; Resolution 28/2026 and GC/836/P06 remain separate contextual lanes."
CAN-OMB-001,,OMBUDSMAN_FILE,TRUE,SUPERVISION,Ombudsman,Canary Islands,Diputado del Común,Diputado del Común,Q26/574,,,2026,Institutional complaint/review perimeter,Ombudsman complaint,No-admission notified 19 Jun 2026; file closed; reconsideration sent 23 Jun 2026,,,,,VERIFIED_PRIMARY,Official Diputado del Común correspondence,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Treatment/result of reconsideration,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
ESP-RSM-001,,PRIVATE_COMPLIANCE_FILE,TRUE,SUPERVISION,Law 2/2023 private compliance,Spain,RSM Spain internal information channel,RSM Spain internal information channel,NNR4-1025C2F66,,,2026,Law 2/2023 / compliance perimeter,Private internal-information/compliance file,Reference located; private compliance channel,,,,,VERIFIED_PRIMARY,RSM Spain channel correspondence,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Current handler, independence/preservation acts and final channel outcome",INTERNAL_ONLY_NOT_SITE_AGGREGATED,2026-08-16,Private compliance file; keep segregated from public-authority proceedings.
MAD-AN-CRI-003,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Madrid / Audiencia Nacional,Juzgado Central de Instrucción nº 3,Juzgado Central de Instrucción nº 3,DP / Procedimiento Abreviado 91/2023,,,2023-2024,Criminal track later reviewed in Sala Penal AN,Central investigating-court criminal proceeding,Official Fiscalía AN correspondence confirms reference,,,,,VERIFIED_PRIMARY,MF-AN-SRC-DP91-01; official Fiscalía AN correspondence; exact private subject filename and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Full docket, object, parties, operative orders and current/final status",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
MAD-AN-CRI-004,,APPEAL_ROLL,TRUE,DIRECT,Criminal appellate,Madrid / Audiencia Nacional,"Audiencia Nacional, Sala de lo Penal, Sección 3ª","Audiencia Nacional, Sala de lo Penal, Sección 3ª",Rollo / recurso 120/2024,Auto 119/2024 is an act within this roll,,2024,Appeal from DP 91/2023,Criminal appellate roll,Official Fiscalía AN correspondence confirms roll; Auto 119/2024 located,,,MAD-AN-CRI-003,,VERIFIED_PRIMARY,MF-AN-SRC-R120-01; MF-AN-SRC-R120-02; signed Auto 119/2024 attachment; exact private filename and mailbox locators withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Complete roll, appeal grounds, signed Auto 119/2024, finality and later review",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
ESP-TS-001,,APPEAL_ROLL,TRUE,DIRECT,Criminal cassation,Spain,"Tribunal Supremo, Sala Segunda, Sección 1ª","Tribunal Supremo, Sala Segunda, Sección 1ª",Recurso 001/0001867/2024,,,2024,Likely linked to AN criminal appellate track; exact bridge to reconcile,Criminal cassation appeal,TS reference and interposition/certification attachments located,,,,MAD-AN-CRI-004,VERIFIED_PRIMARY,Controlled cassation filing and certification sources; exact private filenames and mailbox locator withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Signed TS admission/decision/current status and exact appealed AN act,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
VAL-CIV-001,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil / banking / financial products,Valencia,Juzgado de Primera Instancia nº 27 de Valencia,Juzgado de Primera Instancia nº 27 de Valencia,ORD 1859/2023-9,"Aweswell Limited v CAIXABANK, S.A.",46250-42-1-2023-0049579,2023–2027,historic banking / financial-product package; Bankia enforcement; Arrecife Mortgage Enforcement 90/2012; Concurso 36/2012; hotel-asset economic history,"Nullity/restitution and subsidiary damages concerning the mortgage/floor/swap/refinancing/pledge/account/enforcement package, as described in the controlled public dossier",Pending and contested,Signed court diligence dated 6 Nov 2025 relisted hearing for 28 Jan 2027 at 10:00,,,,VERIFIED_PRIMARY_DERIVED_PUBLIC_CONTROL,,en/caixabank-valencia-claim/index.html; es/reclamacion-caixabank-valencia/index.html,"Native/certified file completeness, pleadings, merits disposition, service and finality remain tracked in the Valencia dossier",PUBLIC_CONTROLLED,2026-08-30,Canonical fields physically consolidated under correction key GAP-VAL-CAIXABANK-01859-2023; overlay retained as provenance.
TF-CIV-006,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil fee and guarantee claim,Tenerife / La Laguna,Juzgado de Primera Instancia nº 5 de San Cristóbal de La Laguna,Juzgado de Primera Instancia nº 5 de San Cristóbal de La Laguna,Procedimiento Ordinario 344/2013,Sentencia 41/2014,,2013-2014,Garrigues fees / Gil and Patricia guarantee / Juan Tomás Parrilla defence,"Civil claim for EUR 63,441.67",Claim dismissed in full with first-instance costs against Garrigues,Seven-page judgment dated 18 Feb 2014 located; later 2015/2016 insolvency res judicata effect identified,,,,VERIFIED_PRIMARY_COPY,GLL-001.ORG; SHA-256 1d39af97262c5031a78c6857c96476f605c3e1c397968a0952b755d3d9ac8b2a,archive/GARRIGUES_LA_LAGUNA_344_2013_EVIDENCE_AND_COMMUNICATIONS_REGISTER_24AUG2026.md,Certified index; claim; defence; annexes; hearings; costs; appeal/finality,PUBLIC_ON_DEDICATED_RELEVANT_PAGE,2026-08-24,Original judgment attachment located and hashed; public transcription redacts administrative identifiers. Claim/defence are judgment-derived reconstructions only.
LZ-JUD-043,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Lanzarote / Arrecife,Juzgado de Instrucción nº 1 de Arrecife,Sección de Instrucción del Tribunal de Instancia de Arrecife — plaza nº 1,3205/2014,Juicio de faltas 3205/2014; later DP 3205/2014,,2014,Community-capacity access/key incident and authority-verification event,Contemporaneous complaint alleging physical contact during an access and key dispute; merits not established,"Primary complaint and court summons located; one complainant and one affected party; Community authority, incident corroboration and outcome unverified",September 2014 summons scheduled an October 2014 oral hearing; occurrence and outcome not located,,,,PRIMARY_COMPLAINT_AND_OFFICIAL_SUMMONS_LOCATED_OUTCOME_OPEN,PD-SP-SRC-DP3205-2014-COURT-SUMMONS-20140919; PD-SP-SRC-DP3205-2014-POLICE-COMPLAINT-20140903; PD-SP-SRC-DP3205-2014-SUMMARY-20181120,archive/DP3205_2014_ARRECIFE_SOURCE_TRANSLATION_AUTHORITY_ALLEGATIONS_CONTROL_30AUG2026.md,"Certified docket and label bridge; medical and objective incident evidence; incident-date authority/access/guest/agency; hearing, disposition, appeal and finality",PUBLIC_CONTROLLED_PRIMARY_SOURCE_DERIVATIVE_OUTCOME_OPEN,2026-08-30,"Keep distinct from DP 332/2014, DP 1132/2018, Fiscalía 39/2014, Concurso 36/2012 and every other proceeding absent primary proof of a formal relationship."
GC-REF-031,GC-REF-031,UNRESOLVED_REFERENCE,UNVERIFIED,DIRECT,Judicial — exact class pending,Gran Canaria,Las Palmas de Gran Canaria — exact judicial organ pending primary source,Las Palmas de Gran Canaria — exact custodian pending primary source,548/2023,User-supplied locator: Plaza 2 · T1,,2023 (reference year only),Gran Canaria judicial-reference lead; no Sun Park/Concurso nexus presently established,"Exact procedure class, parties, object and relevance not established",Unverified candidate; not assigned to a verified proceeding identity,"30 Aug 2026 finite repository, Gmail, Drive and public-source scan did not locate a primary case header",,,,OPEN_REFERENCE,"Gil Marer instruction, 30 Aug 2026 — lead only; not primary institutional evidence",archive/GC_548_2023_PLAZA2_T1_CARET_CONTINUITY_CONTROL_30AUG2026.md,"Signed/native case header; NIG; exact court section and plaza; procedure class and full reference; parties/capacities; object; current procedural status; counsel/procurador/personación; filings, decisions, appeals and evidence-based relationship to any existing Por Derecho matter",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-30,"Do not conflate with public 548/2023 collisions or with Concurso 36/2012. “Plaza 2 · T1” is retained as a user-supplied locator, not an authenticated official organ name. No direct edge is admitted until a primary source establishes material relevance."
LZ-REF-042,,UNRESOLVED_REFERENCE,UNVERIFIED,REGISTERED_ONLY,Unclassified judicial reference,Lanzarote,Arrecife — exact organ pending,Arrecife — exact organ pending,4009/2015,,,2015,Historical Arrecife / Sun Park candidate-reference corpus,"User-supplied exact reference; case class, parties, object and legal relationship not yet established",Exact proceeding identity and status unverified,,,,,OPEN_REFERENCE,"Gil Marer continuity instruction dated 30 Aug 2026; exact searches of current repository, connected Gmail, Google Drive, ChatGPT Library and public web located no primary case source",archive/ARRECIFE_4009_2015_CARET_INTERLINK_CONTROL_30AUG2026.md,"Primary signed court/LAJ/Fiscalía source establishing exact organ, case class, parties, NIG, object, dates, filings, decisions, appeal/finality and relationship to Sun Park/connected proceedings",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-30,"Stable candidate only. CAEPR PD-SP-R-0022 is CARET_PENDING. Do not merge with P.O. 213/2015, P.O. 562/2014, DP 332/2014, DP 1132/2018, AP 89/2014, 168/2015, 3017/2014 or another Arrecife file without primary proof. Contextual placement in the historical Arrecife lane is not a direct procedural edge."
LZ-FIS-045,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Lanzarote / Arrecife,Fiscalía de Área de Arrecife de Lanzarote–Puerto del Rosario,Fiscalía de Área de Arrecife de Lanzarote–Puerto del Rosario,DI preprocesal 114/2025,"DI 114/2025; DIP 114/2025",3501670220250003875,2025-2026,"Complaint naming FTI Touristik, Meeting Point Hotels and Hotel New Trend; alleged appropriation fraud usurpation and falsity theories",Fiscalía pre-procedural investigation,Archived; notified 14 Jan 2026; judicial reiteration expressly preserved,Official notification signed by Ramona Muñoz Casas; substantive decree signer not visibly identified,,,,VERIFIED_PRIMARY_COPY,"Official 14-Jan-2026 notification enclosing the three-page decree/notice",evidence/fiscalia/2026/MINISTERIO_FISCAL_WIDER_MATTER_EG745_UNITARY_EVIDENCE_ACTION_DIGEST_31AUG2026.md,"Complete certified file; investigating fiscal; performed diligences/source inventory; any later judicial reiteration or destination",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0027 (^). Archive reasoning described the complaint as insufficiently concrete/generic and does not establish the allegations false, improper motive, coordination or criminality."
TF-FIS-007,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Tenerife → Gran Canaria,Fiscalía Provincial de Santa Cruz de Tenerife,Fiscalía Provincial de Las Palmas,DIP 20/2026,0000020/2026,3803870220260000387,2026,RIC hotel-investment representations and possible falsity/Public Treasury allegations,Fiscalía pre-procedural investigation and territorial referral,Opened and territorially referred to Las Palmas on 27 Jan 2026,Official decree and notice sent 30 Jan 2026,,,GC-FIS-016,VERIFIED_PRIMARY,"Native decree SHA-256 efd4eee1d4c9f4bddf2d5ca1f0c413f18bbb83ad19d2535b554cdb2f66ffb501; notice SHA-256 be32d01f32bce0f7ce6f9957f9034ffb6b97502938f5aea1178973abf835e989",archive/public_office_communications/fiscalia_tenerife/2026-01-30_DIP20/2026-01-27_30__FISCALIA_TENERIFE__DIP20_2026__CONTROLLED_RECORD_ES_EN.md,"Receiving reference, complete transferred corpus, assigned fiscal and differentiated treatment in Las Palmas",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0028 (^). José Luis Sánchez-Jáuregui y Alcaide signed the acts. Referral is not merits acceptance or proof of destination investigation."
GC-FIS-032,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Canary Islands,Fiscalía de la Comunidad Autónoma de Canarias,Fiscalía de la Comunidad Autónoma de Canarias,Expediente Gubernativo 44/2026,"EG 44/2026; E.G. 44/2026",,2026-03-16/30,Possible criminal relevance concerning protected/insolvency assets and public funds; competence/aforado assessment,Superior-Fiscalía governmental file,Opened and archived by signed decree on 30 Mar 2026 for stated territorial/objective competence reasons,Decree records copies/remissions to identified territorial/judicial destinations,,,,VERIFIED_PRIMARY_COPY,"Signed EG 44/2026 decree dated 30 Mar 2026 by Vicente Máximo Garrido García as Fiscal Superior por suplencia",evidence/fiscalia/2026/MINISTERIO_FISCAL_WIDER_MATTER_EG745_UNITARY_EVIDENCE_ACTION_DIGEST_31AUG2026.md,"Complete file/index; exact receiving destinations and acknowledgements; material before decision-maker; later territorial treatment",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0029 (^). Competence archive and remissions are not merits findings and do not prove coordination, obstruction or criminality."
TF-FIS-008,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Tenerife,Fiscalía Provincial de Santa Cruz de Tenerife,Fiscalía Provincial de Santa Cruz de Tenerife,Expediente Gubernativo 95/2026,"EG 95/2026; E.G. 95/2026",,2026-08-21,"Tenerife preservation association and finite-evidence requests linked to DP 748/2026 ETJ 163/2020 and Cambiario 1048/2019",Provincial governmental file,Opened and archived 21 Aug 2026 on stated judicialisation/parallel-investigation reasoning,Signed decree and notification located,,,"TF-CRI-003; TF-CIV-001; TF-CIV-002; TF-FIS-007",VERIFIED_PRIMARY,"Native EG95 decree and controlled correspondence; source hashes in canonical manifest",archive/public_office_communications/fiscalia_tenerife/2026-08-21_EG95/2026-08-21__FISCALIA_TENERIFE__EG95__SCOPE_AND_SOURCE_MANIFEST.md,"Judicial decision of 16 Jul cited by decree; DIP 7/2026 and DIP 12/2026 native identities/scope; proof of incorporation into DP 748; individual request treatment",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0032 (^). Archive did not declare the supplied documents false irrelevant or insufficient and did not prove incorporation into DP 748/2026."
